CUSTOMER_ID,PRODUCT_TYPE,CHURN_STATUS,DURATION,TRAFFIC_SOURCE,GENDER,AGE_BUCKET,STATE,CARRIER_NAME,SUBMIT_METHOD,REVENUE_RECEIVED
C4932,Product A,1,380,Source 1,F,Age Range 2,PA,Carrier 1,Phone,979
C4933,Product B,1,361,Source 160,F,Age Range 2,TX,Carrier 5,Phone,52
C4934,Product A,0,555,Source 233,M,Age Range 3,CA,Carrier 1,Phone,572.31
C4935,Product A,1,28,Source 1,F,Age Range 2,OH,Carrier 3,Phone,61.75
C4936,Product A,1,338,Source 183,M,Age Range 2,WI,Carrier 4,Phone,325.96
C4937,Product A,0,1322,Source 95,M,Age Range 3,PA,Carrier 1,Web,1303.29
C4938,Product A,1,188,Source 1,M,Age Range 2,NY,Carrier 5,Phone,150.53
C4939,Product A,0,217,Source 71,M,Age Range 2,TX,Carrier 5,Phone,335
C4940,Product A,1,368,Source 217,M,Age Range 1,OH,Carrier 4,Phone,366
C4941,Product A,0,1566,Source 95,F,Age Range 2,KY,Carrier 4,Phone,1693.16
C4942,Product A,1,121,Source 164,F,Age Range 2,MO,Carrier 1,Phone,179
C4943,Product A,1,363,Source 1,F,Age Range 2,PA,Carrier 1,Phone,713.35
C4944,Product B,1,325,Source 171,F,Age Range 1,CA,Carrier 5,Phone,149.67
C4945,Product B,0,493,Source 1,M,Age Range 1,MS,Carrier 3,Phone,142
C4946,Product A,1,727,Source 173,F,Age Range 2,TX,Carrier 2,Phone,950
C4947,Product A,1,181,Source 194,F,Age Range 2,AR,Carrier 3,Phone,395.5
C4948,Product B,1,726,Source 95,F,Age Range 1,IA,Carrier 3,Phone,113
C4949,Product A,1,362,Source 1,M,Age Range 2,AL,Carrier 2,Phone,697
C4950,Product B,0,532,Source 160,F,Age Range 1,CO,Carrier 3,Phone,109.83
C4951,Product A,0,353,Source 1,M,Age Range 2,NV,Carrier 1,Phone,375.25
C4952,Product A,1,401,Source 1,F,Age Range 2,FL,Carrier 5,Phone,391.38
C4953,Product A,0,216,Source 213,M,Age Range 1,MI,Carrier 5,Phone,137.25
C4954,Product C,0,1164,Source 178,F,Age Range 3,FL,Carrier 3,Phone,1745.08
C4955,Product B,0,598,Source 186,M,Age Range 1,KS,Carrier 5,Web,157
C4956,Product B,0,957,Source 183,M,Age Range 1,MI,Carrier 3,Phone,159
C4957,Product B,1,246,Source 227,F,Age Range 3,AZ,Carrier 3,Phone,60.27
C4958,Product A,1,251,Source 1,M,Age Range 2,PA,Carrier 1,Phone,597
C4959,Product A,0,556,Source 160,F,Age Range 3,GA,Carrier 3,Phone,801.81
C4960,Product A,0,652,Source 200,M,Age Range 2,CA,Carrier 5,Web,1463
C4961,Product A,1,184,Source 1,F,Age Range 2,LA,Carrier 3,Phone,298.5
C4962,Product A,1,362,Source 95,F,Age Range 1,TX,Carrier 2,Phone,319
C4963,Product A,1,363,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,219
C4964,Product B,1,513,Source 141,F,Age Range 1,TX,Carrier 5,Phone,174
C4965,Product B,0,232,Source 181,F,Age Range 1,NC,Carrier 5,Phone,102
C4966,Product B,1,665,Source 211,M,Age Range 1,WA,Carrier 3,Phone,132
C4967,Product B,1,823,Source 95,M,Age Range 1,TX,Carrier 3,Phone,164.03
C4968,Product B,1,368,Source 160,M,Age Range 1,PA,Carrier 5,Web,116
C4969,Product A,1,819,Source 178,F,Age Range 2,TX,Carrier 3,Phone,1280
C4970,Product A,0,964,Source 95,M,Age Range 1,GA,Carrier 3,Phone,1092
C4971,Product B,0,231,Source 160,F,Age Range 1,NJ,Carrier 5,Web,63
C4972,Product A,1,547,Source 210,M,Age Range 2,OH,Carrier 4,Phone,515.48
C4973,Product A,1,546,Source 1,F,Age Range 2,TX,Carrier 3,Phone,904
C4974,Product B,1,368,Source 2,F,Age Range 1,NJ,Carrier 3,Phone,69
C4975,Product A,0,499,Source 88,M,Age Range 2,AL,Carrier 3,Phone,704.56
C4976,Product B,0,527,Source 1,F,Age Range 1,KY,Carrier 3,Phone,126.5
C4977,Product A,1,183,Source 1,M,Age Range 1,CA,Carrier 3,Phone,458
C4978,Product B,0,1201,Source 178,F,Age Range 1,NJ,Carrier 5,Phone,161.03
C4979,Product A,0,595,Source 233,M,Age Range 1,NY,Carrier 4,Phone,506
C4980,Product A,0,194,Source 194,F,Age Range 2,TX,Carrier 5,Phone,578.5
C4981,Product C,0,582,Source 229,F,Age Range 1,FL,Carrier 3,Phone,745.9
C4982,Product A,0,1284,Source 154,F,Age Range 1,CA,Carrier 3,Phone,1474
C4983,Product B,0,590,Source 191,F,Age Range 1,NV,Carrier 1,Phone,81.06
C4984,Product A,1,360,Source 95,F,Age Range 1,MN,Carrier 3,Phone,414.5
C4985,Product B,0,198,Source 1,M,Age Range 1,MD,Carrier 1,Phone,97
C4986,Product A,0,589,Source 95,F,Age Range 1,FL,Carrier 3,Phone,583.81
C4987,Product A,1,514,Source 164,F,Age Range 2,NY,Carrier 4,Phone,744.65
C4988,Product B,0,230,Source 160,F,Age Range 1,TN,Carrier 5,Phone,62
C4989,Product A,1,549,Source 170,M,Age Range 2,TN,Carrier 2,Phone,743.2
C4990,Product B,1,916,Source 23,M,Age Range 3,VA,Carrier 3,Phone,180
C4991,Product A,0,135,Source 181,M,Age Range 2,MI,Carrier 4,Phone,221
C4992,Product A,1,53,Source 178,F,Age Range 2,TX,Carrier 5,Phone,0
C4993,Product A,0,316,Source 171,M,Age Range 1,FL,Carrier 3,Phone,804.81
C4994,Product C,0,749,Source 175,F,Age Range 1,PA,Carrier 4,Phone,1033.31
C4995,Product A,0,751,Source 1,M,Age Range 1,NJ,Carrier 1,Phone,1255.98
C4996,Product C,0,745,Source 178,M,Age Range 3,SC,Carrier 4,Phone,807.68
C4997,Product B,0,1681,Source 178,F,Age Range 1,OH,Carrier 3,Phone,268
C4998,Product B,0,1257,Source 43,M,Age Range 3,NJ,Carrier 5,Web,167.35
C4999,Product A,0,1253,Source 178,M,Age Range 3,MI,Carrier 4,Phone,964
C5000,Product A,1,156,Source 178,M,Age Range 3,MO,Carrier 1,Phone,524
C5001,Product A,0,226,Source 95,M,Age Range 1,FL,Carrier 1,Web,317
C5002,Product A,0,229,Source 1,F,Age Range 3,OK,Carrier 2,Phone,440
C5003,Product A,0,1784,Source 95,M,Age Range 2,OH,Carrier 4,Phone,1772.4
C5004,Product A,1,337,Source 210,F,Age Range 2,OH,Carrier 3,Phone,538.8
C5005,Product A,0,529,Source 95,F,Age Range 2,VA,Carrier 1,Phone,435.92
C5006,Product A,1,422,Source 95,F,Age Range 1,MO,Carrier 3,Phone,616.34
C5007,Product A,1,159,Source 193,F,Age Range 2,TX,Carrier 1,Phone,250.25
C5008,Product A,1,366,Source 95,M,Age Range 1,MD,Carrier 1,Phone,518.24
C5009,Product C,0,985,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,973.52
C5010,Product A,0,190,Source 194,M,Age Range 2,IL,Carrier 3,Phone,599.08
C5011,Product B,1,888,Source 95,F,Age Range 1,VA,Carrier 3,Web,143.67
C5012,Product B,0,1319,Source 173,M,Age Range 1,IN,Carrier 3,Phone,198
C5013,Product B,0,1680,Source 222,F,Age Range 1,CA,Carrier 3,Phone,265
C5014,Product A,0,1136,Source 178,F,Age Range 2,IN,Carrier 5,Phone,965.56
C5015,Product A,1,308,Source 1,F,Age Range 2,AR,Carrier 3,Phone,600
C5016,Product A,0,650,Source 1,M,Age Range 3,IL,Carrier 3,Phone,1089
C5017,Product A,0,950,Source 171,M,Age Range 2,UT,Carrier 3,Phone,881
C5018,Product A,0,223,Source 1,M,Age Range 2,OH,Carrier 1,Phone,389
C5019,Product B,0,1318,Source 95,F,Age Range 1,MA,Carrier 3,Web,187
C5020,Product B,0,1263,Source 154,F,Age Range 1,WI,Carrier 3,Phone,224
C5021,Product B,0,1141,Source 95,F,Age Range 2,NY,Carrier 3,Phone,221
C5022,Product B,0,588,Source 173,M,Age Range 1,GA,Carrier 5,Web,154
C5023,Product B,0,1021,Source 222,M,Age Range 1,MO,Carrier 5,Web,305
C5024,Product B,1,1088,Source 197,M,Age Range 1,DE,Carrier 3,Phone,176
C5025,Product A,1,212,Source 1,M,Age Range 1,AL,Carrier 3,Phone,358.75
C5026,Product A,1,1514,Source 170,F,Age Range 1,KY,Carrier 4,Phone,1245.84
C5027,Product A,0,1073,Source 95,F,Age Range 2,NJ,Carrier 5,Phone,1460.6
C5028,Product A,1,365,Source 173,M,Age Range 1,NY,Carrier 5,Phone,283
C5029,Product A,0,102,Source 1,M,Age Range 2,NJ,Carrier 5,Phone,295.67
C5030,Product B,0,167,Source 189,F,Age Range 3,NV,Carrier 3,Phone,112
C5031,Product B,1,302,Source 164,M,Age Range 3,MO,Carrier 3,Phone,80.4
C5032,Product A,1,366,Source 95,F,Age Range 1,OH,Carrier 4,Phone,621
C5033,Product A,0,583,Source 207,M,Age Range 1,TN,Carrier 2,Phone,701
C5034,Product B,0,593,Source 171,F,Age Range 1,FL,Carrier 3,Web,120
C5035,Product A,1,57,Source 1,F,Age Range 1,TX,Carrier 3,Phone,116.58
C5036,Product A,0,960,Source 1,F,Age Range 1,TX,Carrier 3,Phone,1080
C5037,Product A,0,228,Source 240,F,Age Range 1,MI,Carrier 3,Phone,625
C5038,Product A,1,359,Source 95,M,Age Range 1,IN,Carrier 4,Phone,622
C5039,Product A,1,884,Source 43,F,Age Range 3,NY,Carrier 3,Phone,1211
C5040,Product B,1,1160,Source 43,F,Age Range 1,OH,Carrier 3,Phone,212
C5041,Product A,1,729,Source 183,F,Age Range 1,FL,Carrier 3,Phone,855.04
C5042,Product B,0,165,Source 1,F,Age Range 3,PA,Carrier 5,Phone,113
C5043,Product A,1,367,Source 95,F,Age Range 1,FL,Carrier 1,Phone,367
C5044,Product A,0,598,Source 95,F,Age Range 1,PA,Carrier 5,Phone,496.01
C5045,Product A,0,557,Source 1,F,Age Range 1,OH,Carrier 3,Phone,566.98
C5046,Product A,0,471,Source 218,F,Age Range 1,KY,Carrier 3,Phone,656.81
C5047,Product B,0,229,Source 176,M,Age Range 1,NC,Carrier 5,Web,89
C5048,Product A,0,552,Source 171,F,Age Range 3,MO,Carrier 3,Phone,798.81
C5049,Product B,0,1683,Source 161,M,Age Range 1,MI,Carrier 3,Web,271
C5050,Product A,1,154,Source 1,F,Age Range 1,TX,Carrier 3,Phone,255.5
C5051,Product A,1,123,Source 95,M,Age Range 2,OH,Carrier 1,Phone,181
C5052,Product A,0,225,Source 1,F,Age Range 1,WV,Carrier 3,Phone,633
C5053,Product B,0,597,Source 200,F,Age Range 1,TX,Carrier 1,Web,77.06
C5054,Product A,0,1320,Source 170,F,Age Range 2,NC,Carrier 3,Phone,1453
C5055,Product A,0,598,Source 72,F,Age Range 3,WA,Carrier 2,Phone,521.9
C5056,Product B,0,230,Source 165,F,Age Range 1,FL,Carrier 1,Web,68
C5057,Product B,0,953,Source 222,F,Age Range 1,VA,Carrier 5,Phone,220
C5058,Product A,0,287,Source 1,F,Age Range 2,CO,Carrier 5,Phone,297.56
C5059,Product A,0,871,Source 243,F,Age Range 1,MA,Carrier 2,Phone,759.5
C5060,Product A,1,634,Source 197,M,Age Range 2,FL,Carrier 5,Phone,399.67
C5061,Product A,0,446,Source 178,M,Age Range 3,PA,Carrier 2,Phone,769.56
C5062,Product A,1,335,Source 95,F,Age Range 2,SC,Carrier 3,Phone,611
C5063,Product A,0,354,Source 1,M,Age Range 2,TX,Carrier 3,Phone,526.81
C5064,Product A,0,953,Source 1,M,Age Range 1,MI,Carrier 5,Phone,921.25
C5065,Product B,0,1321,Source 95,M,Age Range 1,CA,Carrier 5,Web,171.35
C5066,Product B,0,1686,Source 95,F,Age Range 1,MS,Carrier 1,Phone,216
C5067,Product A,0,227,Source 33,F,Age Range 1,SC,Carrier 3,Phone,417
C5068,Product A,1,798,Source 222,M,Age Range 3,FL,Carrier 3,Phone,1184
C5069,Product C,0,955,Source 164,F,Age Range 1,NC,Carrier 4,Phone,1147.6
C5070,Product C,0,2046,Source 167,M,Age Range 1,CA,Carrier 4,Phone,1160.73
C5071,Product B,0,959,Source 179,F,Age Range 1,OH,Carrier 5,Phone,217
C5072,Product B,0,528,Source 170,F,Age Range 3,TN,Carrier 3,Phone,148
C5073,Product A,0,227,Source 188,M,Age Range 2,NY,Carrier 5,Phone,378
C5074,Product A,1,359,Source 95,M,Age Range 1,KY,Carrier 4,Phone,292.97
C5075,Product C,1,113,Source 190,F,Age Range 3,IN,Carrier 3,Phone,112.96
C5076,Product B,0,1622,Source 222,F,Age Range 1,TX,Carrier 3,Phone,269
C5077,Product A,1,362,Source 95,F,Age Range 1,TX,Carrier 5,Phone,439
C5078,Product A,0,773,Source 1,F,Age Range 2,PA,Carrier 1,Phone,1060.29
C5079,Product A,1,206,Source 1,M,Age Range 2,FL,Carrier 5,Phone,254.07
C5080,Product B,1,366,Source 95,F,Age Range 1,NY,Carrier 1,Phone,58
C5081,Product A,1,783,Source 164,M,Age Range 1,NJ,Carrier 1,Phone,874.57
C5082,Product A,0,162,Source 1,M,Age Range 1,WI,Carrier 5,Phone,282.33
C5083,Product C,0,1070,Source 141,M,Age Range 3,TN,Carrier 3,Phone,1197.72
C5084,Product A,0,2051,Source 178,F,Age Range 1,CA,Carrier 4,Phone,2348.6
C5085,Product A,0,289,Source 1,M,Age Range 1,FL,Carrier 3,Phone,800.81
C5086,Product A,1,0,Source 95,F,Age Range 2,DE,Carrier 1,Phone,0
C5087,Product B,0,260,Source 242,F,Age Range 3,CA,Carrier 5,Phone,185
C5088,Product A,0,473,Source 1,F,Age Range 1,GA,Carrier 5,Phone,600.56
C5089,Product A,0,804,Source 1,M,Age Range 2,AL,Carrier 5,Phone,585.69
C5090,Product A,0,197,Source 1,M,Age Range 3,MO,Carrier 1,Phone,613
C5091,Product A,0,230,Source 227,F,Age Range 1,NY,Carrier 1,Phone,381
C5092,Product A,0,222,Source 1,M,Age Range 1,AL,Carrier 3,Phone,634
C5093,Product A,1,519,Source 179,M,Age Range 1,TX,Carrier 3,Phone,908
C5094,Product A,0,384,Source 1,F,Age Range 2,GA,Carrier 5,Phone,454.56
C5095,Product A,0,1321,Source 95,M,Age Range 1,WI,Carrier 5,Phone,970.06
C5096,Product A,0,1686,Source 95,M,Age Range 1,NC,Carrier 3,Phone,1657.75
C5097,Product A,1,1243,Source 236,F,Age Range 2,NY,Carrier 4,Phone,1343.49
C5098,Product A,0,104,Source 93,F,Age Range 2,NJ,Carrier 3,Phone,512.67
C5099,Product A,0,221,Source 194,F,Age Range 1,VA,Carrier 5,Phone,328
C5100,Product B,0,178,Source 200,F,Age Range 3,MD,Carrier 3,Phone,154
C5101,Product A,0,496,Source 1,F,Age Range 2,AL,Carrier 5,Phone,711.26
C5102,Product A,0,867,Source 1,F,Age Range 1,MA,Carrier 5,Phone,950.94
C5103,Product A,1,365,Source 1,M,Age Range 1,FL,Carrier 3,Phone,617
C5104,Product A,0,949,Source 222,M,Age Range 1,IA,Carrier 1,Phone,700.46
C5105,Product A,0,594,Source 95,F,Age Range 1,VA,Carrier 3,Phone,590.81
C5106,Product A,0,600,Source 170,F,Age Range 1,AZ,Carrier 2,Phone,704
C5107,Product A,0,227,Source 1,F,Age Range 2,MN,Carrier 3,Phone,183.84
C5108,Product A,1,359,Source 95,M,Age Range 2,OH,Carrier 3,Phone,577
C5109,Product A,0,808,Source 1,M,Age Range 1,TX,Carrier 3,Phone,647
C5110,Product A,0,410,Source 1,F,Age Range 1,NC,Carrier 3,Phone,597.31
C5111,Product A,1,24,Source 233,F,Age Range 2,PA,Carrier 3,Phone,69.25
C5112,Product B,0,1992,Source 178,F,Age Range 1,CA,Carrier 3,Phone,310
C5113,Product A,0,222,Source 95,F,Age Range 1,NV,Carrier 1,Phone,384
C5114,Product B,0,596,Source 66,F,Age Range 1,MO,Carrier 5,Phone,163
C5115,Product B,0,193,Source 188,F,Age Range 1,TX,Carrier 5,Web,113
C5116,Product A,0,1290,Source 3,F,Age Range 3,FL,Carrier 3,Phone,1450
C5117,Product A,0,589,Source 1,F,Age Range 2,OH,Carrier 5,Phone,446.26
C5118,Product A,1,183,Source 88,M,Age Range 2,IL,Carrier 5,Phone,306
C5119,Product B,0,1324,Source 43,M,Age Range 1,WA,Carrier 3,Web,228
C5120,Product B,0,1320,Source 173,M,Age Range 1,IL,Carrier 5,Web,142.35
C5121,Product A,0,529,Source 1,F,Age Range 1,KY,Carrier 3,Phone,796.81
C5122,Product A,1,719,Source 141,M,Age Range 2,TX,Carrier 5,Web,797.12
C5123,Product A,1,120,Source 215,F,Age Range 1,KY,Carrier 4,Phone,614
C5124,Product A,1,273,Source 222,M,Age Range 1,FL,Carrier 3,Web,421.42
C5125,Product C,0,1783,Source 95,F,Age Range 1,KY,Carrier 4,Phone,1494.37
C5126,Product A,0,555,Source 1,M,Age Range 2,OH,Carrier 3,Phone,770.06
C5127,Product A,0,407,Source 215,F,Age Range 2,FL,Carrier 5,Phone,422.5
C5128,Product A,0,225,Source 1,F,Age Range 1,FL,Carrier 3,Phone,633
C5129,Product B,0,225,Source 181,F,Age Range 2,VT,Carrier 3,Phone,71
C5130,Product A,1,51,Source 95,F,Age Range 1,IN,Carrier 4,Phone,369
C5131,Product B,0,954,Source 222,F,Age Range 1,NC,Carrier 3,Web,150
C5132,Product A,1,825,Source 95,M,Age Range 1,MI,Carrier 4,Phone,658.99
C5133,Product B,0,102,Source 226,F,Age Range 3,TX,Carrier 1,Web,100
C5134,Product B,0,226,Source 188,M,Age Range 1,TX,Carrier 2,Web,105
C5135,Product A,0,961,Source 1,F,Age Range 2,TX,Carrier 2,Phone,1024
C5136,Product B,0,2170,Source 164,F,Age Range 3,MA,Carrier 3,Phone,343
C5137,Product A,0,590,Source 200,M,Age Range 1,VA,Carrier 3,Web,592.81
C5138,Product B,1,789,Source 95,F,Age Range 1,MI,Carrier 3,Phone,112.22
C5139,Product A,0,1319,Source 222,F,Age Range 1,MI,Carrier 4,Phone,790
C5140,Product A,0,949,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,565.83
C5141,Product C,0,1409,Source 43,M,Age Range 1,NM,Carrier 3,Phone,1238.28
C5142,Product A,1,92,Source 1,M,Age Range 1,FL,Carrier 1,Phone,187.51
C5143,Product B,1,726,Source 95,M,Age Range 1,TX,Carrier 3,Phone,136
C5144,Product B,1,364,Source 95,F,Age Range 1,NV,Carrier 3,Phone,96
C5145,Product A,0,1589,Source 178,M,Age Range 2,FL,Carrier 3,Phone,1471.75
C5146,Product A,1,277,Source 1,M,Age Range 2,LA,Carrier 5,Phone,313
C5147,Product A,1,240,Source 1,F,Age Range 2,MO,Carrier 1,Phone,261.36
C5148,Product B,0,683,Source 194,F,Age Range 3,OR,Carrier 3,Phone,174
C5149,Product B,1,357,Source 95,F,Age Range 3,LA,Carrier 3,Phone,73
C5150,Product A,0,1073,Source 235,M,Age Range 2,AR,Carrier 3,Phone,1455
C5151,Product A,1,0,Source 1,M,Age Range 2,NC,Carrier 3,Phone,61.75
C5152,Product A,0,587,Source 222,F,Age Range 3,KS,Carrier 1,Phone,1044.25
C5153,Product A,1,462,Source 114,F,Age Range 1,TX,Carrier 2,Phone,1001
C5154,Product B,0,289,Source 176,F,Age Range 1,NC,Carrier 5,Web,126.64
C5155,Product B,0,228,Source 95,M,Age Range 1,WA,Carrier 3,Phone,76
C5156,Product A,1,32,Source 72,M,Age Range 2,WA,Carrier 2,Phone,18.1
C5157,Product A,0,953,Source 95,F,Age Range 2,MI,Carrier 4,Phone,777
C5158,Product B,1,636,Source 180,M,Age Range 3,VA,Carrier 5,Phone,120.71
C5159,Product B,0,589,Source 167,M,Age Range 1,IL,Carrier 5,Phone,150
C5160,Product A,1,1220,Source 194,M,Age Range 1,TX,Carrier 3,Phone,1472
C5161,Product A,0,589,Source 1,M,Age Range 1,FL,Carrier 3,Phone,798.81
C5162,Product A,1,239,Source 1,M,Age Range 2,FL,Carrier 5,Phone,557.41
C5163,Product B,0,1933,Source 2,F,Age Range 1,LA,Carrier 3,Phone,309
C5164,Product A,0,230,Source 1,F,Age Range 1,OH,Carrier 5,Phone,634
C5165,Product B,1,365,Source 201,F,Age Range 1,OH,Carrier 3,Phone,72
C5166,Product B,0,227,Source 181,F,Age Range 1,AR,Carrier 5,Phone,65
C5167,Product C,0,1962,Source 95,F,Age Range 3,CA,Carrier 4,Phone,1508.6
C5168,Product A,1,576,Source 167,F,Age Range 1,NC,Carrier 3,Phone,759.75
C5169,Product A,0,1045,Source 170,F,Age Range 1,IN,Carrier 3,Phone,1452
C5170,Product A,1,723,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,433.92
C5171,Product A,0,706,Source 1,M,Age Range 2,NY,Carrier 5,Phone,935.94
C5172,Product C,0,1681,Source 43,M,Age Range 1,SC,Carrier 4,Phone,1661.52
C5173,Product B,0,2056,Source 161,F,Age Range 1,GA,Carrier 3,Phone,281
C5174,Product A,0,1113,Source 222,M,Age Range 2,NC,Carrier 3,Phone,1450
C5175,Product B,1,117,Source 160,F,Age Range 2,LA,Carrier 3,Phone,24
C5176,Product A,0,500,Source 145,M,Age Range 3,MI,Carrier 4,Phone,409
C5177,Product A,0,712,Source 1,M,Age Range 2,AZ,Carrier 3,Phone,746
C5178,Product B,0,2172,Source 161,M,Age Range 1,NC,Carrier 3,Web,339
C5179,Product A,0,590,Source 1,F,Age Range 1,KY,Carrier 3,Phone,800.81
C5180,Product A,0,438,Source 88,F,Age Range 2,GA,Carrier 3,Phone,627.06
C5181,Product C,0,1318,Source 222,F,Age Range 1,WI,Carrier 4,Phone,649.04
C5182,Product A,0,500,Source 178,F,Age Range 2,MO,Carrier 1,Phone,465.03
C5183,Product A,0,769,Source 232,F,Age Range 2,TX,Carrier 2,Phone,1357
C5184,Product A,1,367,Source 218,F,Age Range 2,IL,Carrier 3,Web,566
C5185,Product A,0,2083,Source 95,M,Age Range 2,OK,Carrier 3,Phone,1958
C5186,Product A,1,149,Source 233,F,Age Range 2,MS,Carrier 3,Phone,260.25
C5187,Product B,0,384,Source 160,F,Age Range 1,CA,Carrier 3,Web,144
C5188,Product A,0,371,Source 228,M,Age Range 1,PA,Carrier 1,Phone,464.75
C5189,Product A,0,1325,Source 196,F,Age Range 1,OH,Carrier 3,Phone,1239
C5190,Product A,1,267,Source 167,M,Age Range 1,AR,Carrier 3,Phone,422
C5191,Product B,0,1718,Source 222,F,Age Range 3,TN,Carrier 3,Phone,306
C5192,Product C,0,1319,Source 28,F,Age Range 1,ID,Carrier 4,Phone,1730.51
C5193,Product A,1,1088,Source 95,F,Age Range 2,AL,Carrier 3,Phone,1049
C5194,Product A,1,211,Source 222,F,Age Range 2,KY,Carrier 3,Phone,435.83
C5195,Product A,0,593,Source 1,F,Age Range 2,IN,Carrier 5,Phone,699.26
C5196,Product A,1,454,Source 211,F,Age Range 2,OH,Carrier 5,Phone,638.42
C5197,Product A,1,242,Source 194,F,Age Range 1,FL,Carrier 3,Phone,329.67
C5198,Product A,1,243,Source 170,M,Age Range 1,GA,Carrier 5,Web,253
C5199,Product A,0,344,Source 72,F,Age Range 3,WA,Carrier 2,Phone,243.8
C5200,Product A,0,586,Source 1,F,Age Range 2,MO,Carrier 1,Phone,1009.25
C5201,Product A,0,958,Source 191,F,Age Range 1,NJ,Carrier 1,Web,1206.27
C5202,Product A,0,594,Source 1,M,Age Range 2,OH,Carrier 4,Phone,505
C5203,Product B,1,364,Source 201,F,Age Range 2,NM,Carrier 3,Phone,69
C5204,Product A,1,153,Source 95,F,Age Range 1,PA,Carrier 3,Phone,281.46
C5205,Product A,1,151,Source 43,F,Age Range 2,NJ,Carrier 5,Phone,446.42
C5206,Product A,1,107,Source 1,M,Age Range 2,MD,Carrier 3,Phone,242.33
C5207,Product A,0,220,Source 72,F,Age Range 1,WA,Carrier 2,Phone,262
C5208,Product A,1,546,Source 1,M,Age Range 2,AL,Carrier 5,Phone,797.12
C5209,Product B,1,364,Source 178,M,Age Range 2,OH,Carrier 3,Web,75
C5210,Product B,1,1098,Source 95,M,Age Range 1,OK,Carrier 3,Phone,182
C5211,Product A,1,372,Source 193,F,Age Range 1,AZ,Carrier 5,Phone,296
C5212,Product A,1,59,Source 1,F,Age Range 3,VA,Carrier 3,Phone,600
C5213,Product A,0,137,Source 238,M,Age Range 1,WV,Carrier 1,Phone,300
C5214,Product A,1,1100,Source 235,F,Age Range 1,ID,Carrier 3,Phone,868.04
C5215,Product A,1,91,Source 1,F,Age Range 1,CA,Carrier 1,Phone,0
C5216,Product A,1,305,Source 95,M,Age Range 2,AL,Carrier 5,Web,568
C5217,Product A,1,367,Source 194,F,Age Range 1,AR,Carrier 5,Phone,549
C5218,Product A,1,458,Source 1,M,Age Range 2,MI,Carrier 3,Phone,675
C5219,Product A,0,409,Source 233,F,Age Range 2,NC,Carrier 3,Phone,482.81
C5220,Product A,0,279,Source 228,M,Age Range 1,CA,Carrier 5,Phone,257.5
C5221,Product B,0,527,Source 95,F,Age Range 1,TX,Carrier 5,Phone,174
C5222,Product A,1,361,Source 1,F,Age Range 1,KY,Carrier 4,Phone,610.04
C5223,Product A,0,1194,Source 95,M,Age Range 3,LA,Carrier 3,Phone,1453
C5224,Product A,1,356,Source 1,M,Age Range 2,CO,Carrier 3,Phone,618
C5225,Product B,0,1230,Source 43,F,Age Range 3,IN,Carrier 3,Phone,223
C5226,Product A,0,444,Source 1,M,Age Range 1,MA,Carrier 5,Phone,550.22
C5227,Product B,1,359,Source 43,M,Age Range 1,GA,Carrier 3,Web,48
C5228,Product B,0,171,Source 228,F,Age Range 3,KS,Carrier 5,Phone,117
C5229,Product A,1,35,Source 185,F,Age Range 1,OR,Carrier 3,Phone,57.92
C5230,Product A,0,287,Source 194,M,Age Range 2,AZ,Carrier 3,Phone,795.81
C5231,Product B,1,369,Source 23,M,Age Range 1,MO,Carrier 3,Phone,65
C5232,Product A,1,30,Source 33,M,Age Range 2,SC,Carrier 3,Phone,44.42
C5233,Product A,0,225,Source 1,F,Age Range 1,TX,Carrier 5,Phone,638
C5234,Product A,0,1318,Source 235,M,Age Range 1,NJ,Carrier 1,Web,1313.5
C5235,Product A,1,94,Source 233,F,Age Range 2,TX,Carrier 3,Phone,163
C5236,Product B,0,678,Source 200,M,Age Range 1,IL,Carrier 5,Phone,141.15
C5237,Product A,0,343,Source 200,M,Age Range 1,MN,Carrier 3,Phone,619
C5238,Product A,1,956,Source 232,M,Age Range 2,MI,Carrier 5,Phone,915.25
C5239,Product B,0,717,Source 200,F,Age Range 3,IA,Carrier 3,Web,183
C5240,Product A,0,560,Source 194,M,Age Range 1,GA,Carrier 1,Phone,763.25
C5241,Product A,1,298,Source 201,F,Age Range 1,NV,Carrier 1,Phone,403.01
C5242,Product B,0,226,Source 225,M,Age Range 1,MO,Carrier 5,Phone,91
C5243,Product A,0,900,Source 23,F,Age Range 3,NJ,Carrier 2,Phone,958.41
C5244,Product A,0,955,Source 199,M,Age Range 1,CT,Carrier 1,Phone,801.04
C5245,Product A,0,475,Source 200,M,Age Range 1,LA,Carrier 3,Phone,813.81
C5246,Product A,1,302,Source 178,F,Age Range 1,GA,Carrier 4,Phone,157.7
C5247,Product A,0,105,Source 1,M,Age Range 3,VA,Carrier 5,Phone,633
C5248,Product A,0,232,Source 222,M,Age Range 1,TX,Carrier 3,Web,633
C5249,Product A,0,600,Source 1,M,Age Range 1,AL,Carrier 2,Phone,1034
C5250,Product A,0,136,Source 194,F,Age Range 2,NY,Carrier 5,Phone,571.5
C5251,Product B,1,23,Source 178,M,Age Range 1,TN,Carrier 3,Phone,106
C5252,Product A,0,1962,Source 95,F,Age Range 3,TX,Carrier 3,Phone,1848.84
